Startup_ID,Country,Industry,Funding_Stage,Total_Funding_MUSD,Annual_Revenue_MUSD,Burn_Rate_MUSD,Revenue_Growth_Percent,Employee_Count,Valuation_MUSD,Is_IPO,Annual_Profit_MUSD,Is_Profitable
2232,India,E-Commerce,Seed,5.477733461,52.50143029,12.21894606,193.7244444,1703,704.0334421,1,5.722886177,1
2233,India,SaaS,Series C,1.185401648,191.3234949,8.396345472,131.1744847,1093,637.9047187,0,43.75651593,1
2234,India,E-Commerce,Seed,35.71427901,155.4877587,29.67925892,18.80359598,148,461.630388,0,17.89543067,1
2235,China,E-Commerce,Series B,24.90495859,157.5203658,38.08936478,153.5421246,366,469.7523046,0,12.02490977,1
2236,USA,SaaS,Series C,7.16945478,124.9325329,16.67453033,24.44452578,221,409.1306857,0,21.03267702,1
2237,UAE,AI/ML,Series C,18.77330096,167.9149757,28.95240982,265.6914778,1172,622.1107407,0,21.86434482,1
2238,UK,EdTech,Seed,13.32539093,151.952915,4.996408219,227.1459038,1401,409.6306096,0,36.30661969,1
2239,Japan,FinTech,Seed,91.57295968,119.955354,46.76603242,116.702184,1656,151.7568425,0,-0.611586177,0
2240,India,E-Commerce,Seed,14.88645413,192.2443182,16.91111965,193.8645065,495,110.9969681,0,35.91248604,1
2241,UAE,FinTech,Seed,54.22719793,38.72319246,49.87553409,38.04830582,1526,924.8499139,0,-24.46215878,0
2242,Canada,HealthCare,Series C,59.71748956,188.7042539,48.93152902,212.2537212,1369,29.615213,0,10.93778649,1
2243,Canada,FinTech,Seed,54.80545631,80.58691332,38.96329012,247.7060607,1796,109.9399255,0,-6.308592967,0
2244,UAE,AI/ML,Series C,10.80658699,105.9155972,1.101348061,247.4149663,1644,448.0783503,0,28.89835659,1
2245,Canada,SaaS,Series A,32.56103781,24.98649425,27.21939853,88.86187657,187,266.6116356,1,-11.81929804,0
2246,China,FinTech,Series C,6.075762914,108.2514341,4.43313738,82.80512761,522,408.8196559,0,25.35105686,1
2247,India,FinTech,Seed,40.1713215,122.435747,44.7673875,158.8123179,1634,121.8601447,0,-0.096785904,0
2248,India,FinTech,Seed,19.6712942,199.5414576,39.50284901,290.4927878,122,135.2524022,0,20.57772546,1
2249,Israel,EdTech,Series A,56.6016208,195.050886,48.61978479,276.5542784,292,801.6546192,0,16.38168134,1
2250,China,EdTech,Series C,69.58803099,193.2962597,30.45830936,111.0933521,1149,760.3132004,0,29.22692733,1
2251,Canada,HealthCare,Series A,53.67986616,70.00341799,26.15642294,235.0497043,553,108.7316014,0,1.014417564,1
2252,UK,SaaS,Series C,43.98943296,198.2576665,25.99679541,276.7887404,1807,669.4514628,0,33.69456767,1
2253,India,FinTech,Seed,39.34600866,91.36789124,19.38377389,81.97330739,50,611.2647667,0,10.99199706,1
2254,India,FinTech,Series C,84.32748504,170.4413336,23.48763435,249.9372166,941,714.7959091,0,30.13258623,1
2255,China,FinTech,Seed,22.71743844,43.65583382,31.8070879,84.02920994,1200,477.07666,0,-10.82454575,0
2256,UK,FinTech,Seed,73.68761561,101.4137193,46.65408562,106.2682271,864,273.6368934,0,-7.510833766,0
2257,India,EdTech,Series B,75.99075015,193.2194132,29.83462848,63.6521038,1254,665.3607735,0,30.84955173,1
2258,UK,AI/ML,Series B,42.50080072,189.4327637,42.87008552,154.5885407,935,374.5006394,0,15.4937877,1
2259,India,AI/ML,Series C,30.43275932,136.9051081,43.15271757,253.7767138,1759,222.8581365,0,3.212742495,1
2260,Germany,HealthCare,Seed,47.58360712,159.6639573,25.98975052,160.7753805,322,411.5858687,0,23.14682586,1
2261,India,E-Commerce,Series A,10.22817866,35.69712597,17.43873511,41.41480286,1940,764.4534864,0,-3.826512655,0
2262,Canada,SaaS,Seed,5.547073191,144.4708806,32.01473628,79.27390001,1379,478.4142306,0,14.4747272,1
2263,USA,AI/ML,Series A,12.04871675,123.8011363,22.34927936,171.0442508,480,303.3649421,0,15.84067212,1
2264,UK,FinTech,Series C,19.52735811,18.76457128,4.163899279,177.0402994,1164,832.7092717,0,3.683702873,1
2265,India,AI/ML,Series C,50.91350521,23.07522181,18.95267411,175.1872415,57,882.2355364,0,-4.705681577,0
2266,India,HealthCare,Series A,85.06452698,22.13450174,49.70419969,27.71603029,143,436.0841717,0,-25.48969747,0
2267,USA,E-Commerce,Series A,24.32859087,145.0092085,2.520742314,227.3402883,528,377.8145806,0,36.45675913,1
2268,UK,AI/ML,Seed,93.58103906,28.77218405,34.8636789,273.2813187,1589,614.6354523,1,-13.3608916,0
2269,China,HealthCare,Series C,95.53588298,93.81258809,42.07531638,155.6030896,1008,62.68457383,1,-4.344855597,0
2270,India,EdTech,Seed,95.93155588,71.71787027,32.47142258,217.0546396,326,692.8665448,0,-0.768784064,0
2271,China,E-Commerce,Series A,83.91871073,110.3255761,28.53043674,274.6345702,1471,783.3761674,0,10.29384606,1
2272,UAE,HealthCare,Series B,37.01867904,141.4420592,35.40696541,194.5737127,1468,400.4547176,0,10.7223153,1
2273,Canada,AI/ML,Series B,8.195707189,137.1021462,21.52420259,203.9260887,95,178.7427708,0,19.62411108,1
2274,India,EdTech,Series B,57.31305444,103.3462232,4.658950692,217.8143019,1081,33.67428327,0,28.2951074,1
2275,UK,HealthCare,Series A,56.30946295,93.13480729,48.12235054,81.84822318,1019,639.0593715,0,-11.8726279,0
2276,India,HealthCare,Seed,85.14760094,79.86421123,21.67180842,176.889973,499,272.6484396,0,10.58565147,1
2277,India,AI/ML,Series C,99.60311404,172.4510347,33.30292293,253.4416588,1862,466.5701392,0,21.53234894,1
2278,Japan,E-Commerce,Series A,51.30757335,66.50493507,26.6123908,92.36800543,1898,389.423744,0,0.22935358,1
2279,India,EdTech,Series B,35.17519907,52.24348132,2.828186292,269.6652974,433,179.010372,0,14.61745415,1
2280,UK,FinTech,Seed,19.40426944,148.791441,47.64205539,188.0126752,396,510.8268251,0,1.923096747,1
2281,China,SaaS,Series C,1.475182657,72.27281061,39.64760758,129.8365812,935,462.2955551,0,-11.53984891,0
2282,Singapore,E-Commerce,Series C,51.40225556,169.4762207,7.539984934,188.8389736,249,626.0268848,0,41.42900633,1
2283,Germany,EdTech,Series A,55.996348,65.91379937,49.08427893,123.5486722,1697,255.6255696,0,-17.52744089,0
2284,India,HealthCare,Series A,82.6689095,140.5379925,36.87137847,252.2205025,1484,218.5658845,1,11.59130763,1
2285,USA,EdTech,Series C,50.95311982,9.499246754,23.66885036,147.2839811,267,815.2733345,0,-11.30934604,0
2286,Germany,SaaS,Series C,91.73036652,77.41979458,30.60736582,270.8579411,53,703.6812837,0,1.225975274,1
2287,India,AI/ML,Series B,63.18026418,68.97441991,5.426160433,155.3933839,1201,773.3454194,0,18.15514492,1
2288,USA,SaaS,Series C,84.19328758,163.4274085,28.06453435,199.8086749,1820,127.6733627,0,25.77267217,1
2289,India,FinTech,Series A,15.68187175,193.4275529,3.775687494,299.3346042,1224,227.9194451,0,49.30709702,1
2290,India,FinTech,Seed,85.6782769,92.4458147,27.28827733,48.3549231,673,577.6538586,0,8.612525786,1
2291,USA,SaaS,Series B,67.83924159,165.0548373,27.67951487,222.3350989,1595,857.9153401,0,23.48703394,1
2292,India,E-Commerce,Series B,17.85307021,140.0890928,43.73449538,45.96730724,1309,892.65407,0,3.353631332,1
2293,Germany,E-Commerce,Series C,19.78659226,193.4935045,36.28036926,252.4655779,1858,832.7504124,0,22.79989619,1
2294,China,HealthCare,Seed,92.72356129,162.3161486,12.55266437,180.9537474,1016,48.18095635,0,38.94069591,1
2295,UAE,FinTech,Series B,4.189320685,15.95687416,44.4324645,281.7570704,1402,821.7747887,1,-28.55443051,0
2296,India,HealthCare,Series A,46.79095939,142.7997036,28.70480898,260.4571976,1339,899.5957216,0,16.44857642,1
2297,India,FinTech,Series C,32.0340537,107.3321932,30.35833598,27.08725105,1640,61.4653447,0,5.766312608,1
2298,India,SaaS,Series A,66.84266656,3.778993557,8.532170324,45.5042498,763,419.1994893,0,-3.081362519,0
2299,China,E-Commerce,Series C,84.12330937,50.63693527,42.90290244,182.3454239,114,538.9272717,0,-15.53407212,0
2300,Singapore,E-Commerce,Series B,36.67743403,184.3901714,46.55515924,157.9028188,963,236.586621,0,12.31801745,1
2301,India,SaaS,Series C,43.26330664,185.2492439,38.77203341,54.72671353,936,519.1022278,0,18.93317724,1
2302,Israel,HealthCare,Seed,98.20986067,159.8706668,47.04354739,43.16097234,1454,886.526009,0,8.463691152,1
2303,India,HealthCare,Series A,78.60773446,196.3650309,15.18476522,171.3772811,1908,867.6077938,0,44.41091875,1
2304,Germany,EdTech,Seed,89.82320896,161.4057723,43.0698465,19.43185665,1382,940.1380949,0,9.698952324,1
2305,Singapore,FinTech,Series A,44.43745984,2.535735363,24.49576783,262.7519144,1805,486.6892494,0,-16.00968347,0
2306,UAE,HealthCare,Series A,24.17354419,57.92295089,8.279468427,243.0894613,963,413.5141106,0,13.45252943,1
2307,Singapore,SaaS,Series C,41.77448307,6.609524356,33.47314989,236.6841417,1683,667.4588799,0,-20.05333102,0
2308,UAE,HealthCare,Series B,71.89309987,19.27453976,34.23760151,9.719158377,1352,419.6767747,0,-16.67089808,0
2309,USA,E-Commerce,Series B,11.83361008,44.15874298,14.41753324,19.05407831,1453,46.73487302,0,2.092631068,1
2310,UAE,FinTech,Seed,27.77644146,100.95993,1.471917248,167.2025407,704,721.3218449,0,26.86609508,1
2311,India,AI/ML,Series C,5.616954146,169.5826347,10.07237823,298.3555782,66,284.5790216,0,35.34216774,1
2312,UAE,EdTech,Series B,43.8024261,172.4623679,20.04889963,105.9832793,249,53.83988571,0,31.63424039,1
2313,Germany,FinTech,Series A,82.91712786,123.4322708,8.461389262,106.5905708,990,25.51797114,0,31.03449127,1
2314,UAE,E-Commerce,Series A,3.441705142,185.6710998,9.782094417,44.61200022,436,931.7044622,0,40.07117004,1
2315,UK,E-Commerce,Series C,67.85702915,100.2624342,19.63039415,203.9290621,626,255.8156286,0,12.93732406,1
2316,China,E-Commerce,Seed,93.31709158,177.8626908,48.09315205,195.7696233,586,450.6596966,0,13.32169358,1
2317,Germany,E-Commerce,Series C,24.45585829,91.08601864,38.23575142,34.89011283,1011,950.8235706,0,-3.819068892,0
2318,Singapore,SaaS,Seed,69.66984923,55.80638898,16.05544522,142.8866247,149,470.1793939,0,7.422652746,1
2319,India,EdTech,Series C,97.53508821,183.3243772,47.58504304,201.7870981,71,83.21627691,1,14.48131058,1
2320,India,AI/ML,Series A,96.26552796,77.8930476,32.31777493,150.5872602,161,554.176367,0,-1.726207823,0
2321,India,E-Commerce,Series C,24.25799011,100.9291197,22.82693727,203.9372567,139,92.75766019,0,8.958481172,1
2322,India,E-Commerce,Series B,10.93277427,66.10769619,23.46817993,245.7997672,440,99.61243898,0,1.584882362,1
2323,UAE,HealthCare,Series B,15.67997125,132.7361013,20.59614894,207.3155528,1671,852.2196884,0,18.14053148,1
2324,India,EdTech,Series C,70.50153118,199.0087294,11.72630342,186.7536996,1473,292.9744356,1,46.59616905,1
2325,Japan,FinTech,Seed,72.85012867,5.589952999,19.39294639,256.8091258,1245,680.2768491,1,-9.495605929,0
2326,USA,EdTech,Seed,67.7494196,180.0196772,26.44202956,270.6736275,409,511.3797137,1,28.11691408,1
2327,India,EdTech,Series A,34.27176039,1.283248369,26.4485648,119.721499,683,226.2150577,0,-15.29857287,0
2328,Canada,AI/ML,Series A,17.80791704,73.16346229,38.11067142,56.10871688,1750,520.2311972,0,-7.44441269,0
2329,China,EdTech,Seed,58.4953481,34.13705785,18.00401307,246.2688192,1947,73.64856822,0,-0.780937869,0
2330,UK,AI/ML,Series C,48.88436413,151.5896852,35.86822166,68.05716665,550,350.4762878,0,13.16243976,1
2331,Germany,E-Commerce,Series A,73.15458057,10.59686273,28.94678275,279.0404476,191,525.2220439,0,-13.81843449,0
2332,Singapore,E-Commerce,Seed,44.69464779,110.9202482,48.09608569,11.74899384,1084,232.2523664,0,-8.09167689,0
2333,India,SaaS,Seed,34.52532977,59.3377637,19.32571781,276.7749989,1780,661.8871895,0,4.311727395,1
2334,Japan,AI/ML,Series C,30.05437916,27.16721465,45.07070157,178.8089828,535,56.55286209,0,-23.74153581,0
2335,Japan,AI/ML,Series B,21.93556168,154.4777333,41.05006311,233.5489244,359,487.3858484,0,9.456830219,1
2336,China,FinTech,Seed,27.30889124,43.87465843,31.9194478,122.5553132,1091,716.4208024,1,-12.36424514,0
2337,India,HealthCare,Series A,10.38821345,45.1232048,32.76027189,297.5563061,428,432.7963287,0,-10.88340587,0
2338,China,EdTech,Series C,35.33884408,55.37781864,4.324031737,72.12767113,1170,875.2134832,0,14.46491181,1
2339,India,FinTech,Series C,4.620411424,117.5599694,47.51620782,82.98138048,649,634.0318173,0,-6.532291715,0
2340,India,AI/ML,Series C,19.45497087,132.1033534,5.436109568,20.17257099,46,958.7004515,0,30.6806871,1
2341,India,FinTech,Series B,74.93027402,4.011703478,28.20534211,282.4396421,503,287.7012037,0,-16.95464227,0
2342,UK,SaaS,Series B,33.22142988,48.7529924,16.57053294,139.5286446,368,939.0953842,0,3.746277566,1
2343,UAE,HealthCare,Series A,67.15546468,86.47868308,21.54961372,204.0814623,1813,608.7884769,0,9.661567632,1
2344,Singapore,AI/ML,Series A,71.97153338,66.72940196,30.54813224,207.7950146,1118,746.4530047,0,-2.244210851,0
2345,Singapore,AI/ML,Series C,58.53734893,176.8920464,45.45168376,262.9781172,1755,902.6503115,0,12.91461354,1
2346,UK,EdTech,Series A,95.9110764,157.6478918,22.93259947,201.1529489,660,553.4412021,0,25.90904268,1
2347,USA,HealthCare,Seed,3.122546796,125.365098,49.38770481,170.7962488,548,862.869888,0,-6.034803938,0
2348,USA,SaaS,Series B,74.12661241,67.93946199,29.68132206,214.5439646,353,543.9884549,0,-1.060349973,0
2349,Japan,E-Commerce,Series C,95.91987775,140.2841328,8.111641738,226.5363857,754,601.202933,0,36.87286612,1
2350,India,FinTech,Series C,86.36490121,168.8057836,9.581463812,59.84874414,180,447.87308,0,41.6821388,1
2351,UAE,EdTech,Seed,17.62137649,119.1686603,35.83394068,37.3517765,1723,149.9103591,0,2.791832882,1
2352,Germany,AI/ML,Seed,33.35521032,157.0000626,2.614849933,27.08041089,875,555.7357172,0,40.43247196,1
2353,UK,E-Commerce,Seed,18.07273215,149.9464398,24.06904465,115.3457809,29,977.5609891,0,22.1812928,1
2354,Singapore,SaaS,Seed,60.52952802,114.5615936,7.496133579,151.9100708,1942,788.2500658,0,26.36725443,1
2355,UK,HealthCare,Series C,71.50661022,62.78055176,21.7176099,186.61672,312,748.7609923,0,5.592384172,1
2356,UAE,FinTech,Series B,32.39030317,149.2835405,37.52087936,287.6201833,785,645.0922587,0,10.88316722,1
2357,Israel,EdTech,Series B,54.41115082,41.75587509,22.99476512,102.582407,1006,351.1691301,0,-2.700070852,0
2358,UK,AI/ML,Seed,69.40113644,156.0079251,8.256210338,229.4578454,1230,173.7671185,0,37.42517604,1
2359,India,AI/ML,Series A,42.71264184,161.0070651,12.67107598,161.7504978,336,228.4288436,0,33.79490494,1
2360,Germany,E-Commerce,Series C,85.54753752,164.5179035,18.44022547,69.92652997,585,11.29047909,0,31.73283647,1
2361,Israel,E-Commerce,Series B,77.38344359,94.84673621,3.571103056,186.5151016,1589,675.1130188,0,28.26078443,1
2362,India,FinTech,Seed,7.401888841,38.89991317,29.25844804,290.3169726,1789,812.8181708,0,-10.71991432,0
2363,China,HealthCare,Series A,62.49140461,20.39485821,30.41593618,41.67094828,1045,272.5667944,0,-15.07589525,0
2364,China,SaaS,Series A,24.29722955,148.8005695,3.201381164,154.6475305,370,96.39114765,0,38.55944173,1
2365,Singapore,HealthCare,Seed,56.1943082,177.3091462,20.17533493,20.22446447,781,339.0484325,0,33.93721314,1
2366,India,HealthCare,Series C,95.73195582,130.3422526,20.75863408,99.75880817,305,295.5909733,0,23.84671742,1
2367,Singapore,HealthCare,Series B,88.02713845,29.25993205,16.75759647,188.0777899,1436,453.621979,0,0.59168965,1
2368,Israel,FinTech,Series A,41.04712391,187.0118415,27.93121304,253.1117961,1471,267.781544,0,28.63133769,1
2369,India,FinTech,Series B,29.85987198,197.8258519,17.36327875,220.4468844,778,343.0340418,0,38.12738796,1
2370,India,SaaS,Series B,24.2061687,86.95903268,20.87882305,141.5427496,1408,908.0170055,0,9.578654014,1
2371,Japan,HealthCare,Series A,53.71897211,119.1676452,39.89642502,273.2207133,1780,338.1611761,0,3.227421714,1
2372,India,FinTech,Seed,12.31059687,155.5570897,8.189256836,94.30082618,768,786.5904565,0,35.94230109,1
2373,UAE,SaaS,Series A,55.3782258,147.4097631,30.9938233,227.425106,662,627.7045317,0,14.94342983,1
2374,UK,AI/ML,Series A,1.13203031,193.5735448,25.32916064,144.8326614,827,340.8502559,0,31.14323501,1
2375,India,SaaS,Series C,33.06111344,23.41917667,15.32307471,270.0975476,702,818.6993284,0,-2.72553874,0
2376,UAE,HealthCare,Series B,22.77349707,116.3546108,36.40397936,240.2426824,509,597.1006892,0,3.931773708,1
2377,UK,EdTech,Seed,97.15066021,138.5403182,27.60429914,270.9335501,1459,13.57563396,0,18.21122843,1
2378,Germany,HealthCare,Series B,72.99698964,178.0746356,23.9203402,68.20311544,1910,73.38456056,0,32.84540231,1
2379,USA,EdTech,Series A,35.61568467,174.8848707,33.41669881,202.1043775,1698,753.8763617,0,20.11664946,1
2380,Germany,SaaS,Seed,10.19166357,195.6109588,40.13428637,222.8467054,1077,449.2951506,0,20.45668771,1
2381,India,AI/ML,Seed,52.16325887,102.6596516,48.63617262,224.0122083,1142,408.4802528,0,-8.840563915,0
2382,USA,AI/ML,Seed,22.13134025,166.2367929,31.50458338,153.6801329,1131,150.0980483,0,21.31239358,1
2383,Japan,FinTech,Seed,54.10652504,85.74270077,43.73455527,8.318904093,1772,161.532001,0,-8.548924357,0
2384,India,AI/ML,Series C,83.70087306,84.75161863,0.154467897,82.12208124,1478,798.7636878,0,29.13411309,1
2385,China,E-Commerce,Seed,61.96346266,51.04299871,26.55876107,100.3737581,1114,829.8720483,0,-3.458103815,0
2386,USA,SaaS,Series A,63.74505353,163.7383388,10.81091268,256.3508021,1251,562.2025279,0,36.36025311,1
2387,Canada,FinTech,Series C,54.56199862,197.1701136,4.800203608,253.061316,158,298.6521708,1,50.47658686,1
2388,India,AI/ML,Series A,92.79929763,51.64017481,26.64535375,35.88063069,956,933.0373126,0,-1.899501951,0
2389,Japan,SaaS,Series A,93.25836576,11.69825181,37.36664266,285.2015851,1109,625.842579,0,-20.90993669,0
2390,UK,HealthCare,Series B,51.75959691,163.2007163,20.67239887,58.82495856,1625,797.6589089,0,30.09338942,1
2391,India,AI/ML,Seed,31.27018923,124.2358955,33.53836172,127.2360381,573,8.266505687,0,6.438697953,1
2392,India,EdTech,Seed,46.49911358,191.9599107,24.53699077,68.471305,72,453.0680029,1,34.59690964,1
2393,India,SaaS,Series A,19.46923331,50.82172421,21.91058471,258.7980783,1629,871.5943409,0,-2.034591158,0
2394,Germany,FinTech,Seed,63.99808722,14.67001777,14.58380636,226.0735994,1983,341.5421168,0,-4.161724022,0
2395,USA,HealthCare,Series C,50.50914124,98.74223104,19.19141637,109.290998,403,727.918421,0,14.24770363,1
2396,UAE,E-Commerce,Series B,11.2267473,17.55047158,17.55480198,206.1541947,1888,659.386451,0,-6.912123071,0
2397,UK,HealthCare,Seed,20.56713033,52.72710522,32.34474048,59.38823083,1536,156.4572745,0,-9.819449557,0
2398,India,AI/ML,Seed,48.48356366,25.63258323,5.889323713,117.7776423,1400,776.0293081,0,5.491000904,1
2399,China,EdTech,Series C,88.87131008,45.21436984,4.722554798,116.2467386,1511,116.9641564,0,15.28319137,1
2400,Singapore,HealthCare,Series B,57.07268134,21.67585824,33.03464841,75.19132111,1288,729.2745261,0,-15.61573254,0
2401,India,E-Commerce,Series C,68.47196502,190.8042469,27.36027369,263.5120546,68,991.0134951,0,30.75076165,1
2402,India,FinTech,Series A,34.56382642,56.07326133,21.56698483,205.259492,529,958.1915247,0,0.891150783,1
2403,India,SaaS,Series A,57.56972791,89.05756841,7.706899932,87.58209662,828,801.2405343,0,20.19736785,1
2404,Singapore,EdTech,Seed,45.29060244,179.7730556,20.61025288,76.42562439,398,536.8448371,0,33.69812988,1
2405,China,E-Commerce,Series B,66.25386135,135.6256568,39.50761499,10.29627394,597,676.4504529,0,9.709766579,1
2406,UK,AI/ML,Series A,6.006981042,123.7984774,44.49209967,107.2417649,1459,729.4678484,0,-1.236614937,0
2407,UAE,AI/ML,Series C,49.83672141,141.2598565,35.15857084,160.3975286,1023,13.35951666,0,11.01938463,1
2408,UAE,AI/ML,Series A,30.30326989,165.8500403,3.089617576,86.92472786,1623,106.8543898,0,41.54373976,1
2409,Germany,EdTech,Series A,33.29232107,175.5950189,33.55344785,211.6351915,645,599.0738364,1,20.81946596,1
2410,UAE,HealthCare,Series C,96.13082572,128.7066143,12.12518092,126.4661111,1535,11.50186744,0,27.67363187,1
2411,India,EdTech,Seed,19.08678646,178.0564513,15.83103703,98.31376192,533,909.3611225,0,35.71857529,1
2412,India,AI/ML,Series B,31.81328001,107.3118067,9.874073077,282.0220093,289,492.2143997,0,23.18508706,1
2413,India,E-Commerce,Seed,51.479365,55.81952583,38.81021395,82.5262588,1078,261.4782402,0,-12.67275247,0
2414,India,SaaS,Series C,86.43966787,176.0753034,32.46524592,122.4859979,574,396.8520637,0,24.07856427,1
2415,Germany,SaaS,Series A,42.25033824,108.5238291,30.63056922,117.7757826,1214,851.5225286,0,6.628447977,1
2416,Israel,EdTech,Series B,74.64266281,181.2744487,33.43183322,76.15351197,1434,927.5569094,0,25.86707333,1
2417,India,AI/ML,Seed,85.78103572,8.513478883,11.91493584,69.15563824,1994,120.6538056,0,-1.520134937,0
2418,India,FinTech,Series C,31.69161923,79.80439243,22.28775627,94.20210555,1407,779.0708308,0,4.509516909,1
2419,UK,EdTech,Series A,39.88226817,189.5871012,31.69936071,259.9496701,243,580.3359826,0,25.24962353,1
2420,Israel,AI/ML,Series A,36.29906615,50.30519351,31.86604198,231.2894517,195,587.5752439,0,-8.112185534,0
2421,USA,HealthCare,Seed,83.45272505,188.3364811,39.61340795,205.8948567,814,780.5548613,0,20.60525767,1
2422,Germany,SaaS,Series C,5.390339333,190.803541,14.42648794,139.8453828,84,226.7304634,0,39.62779705,1
2423,India,SaaS,Series A,31.53368779,176.4873917,38.53977247,154.7874255,947,533.3897431,0,16.66518498,1
2424,India,SaaS,Series A,68.2614472,112.951775,22.06520558,83.80595942,719,322.7558524,0,14.20530057,1
2425,Japan,FinTech,Series B,56.97890646,129.5644201,33.54161733,26.92319458,1624,99.03978325,0,11.15543734,1
2426,Japan,AI/ML,Series A,44.19264657,173.9885912,22.84039707,102.6569642,242,109.5540483,0,29.16310745,1
2427,India,AI/ML,Seed,54.45487449,155.2914679,47.43564747,151.197208,1201,140.7891133,0,5.968648665,1
2428,Japan,AI/ML,Series C,20.560874,126.203723,9.047183011,21.90734872,544,616.8253497,0,26.71800833,1
2429,China,AI/ML,Series C,43.64094554,196.4607519,33.78275392,31.02882411,1440,110.3010474,0,27.50196469,1
2430,UAE,FinTech,Series B,50.66859543,137.2924889,28.86909654,82.5924437,1263,572.2533234,0,16.20693572,1
2431,UK,E-Commerce,Series C,90.21772307,195.1086575,8.719278943,113.2887102,1850,590.3555727,1,50.47901592,1
2432,Germany,EdTech,Seed,26.82268112,11.94900068,3.393716157,121.0284593,905,904.3770276,1,4.323953039,1
2433,UK,EdTech,Series A,86.91502171,28.22259396,39.97730501,39.77638955,981,628.2447133,0,-18.81321682,0
2434,China,AI/ML,Series B,64.77989868,90.56603978,7.956821549,71.61729959,656,985.6599017,0,20.65054569,1
2435,India,HealthCare,Series C,3.013742276,77.28345245,9.406683471,82.18593936,302,35.83761704,0,12.52896056,1
2436,India,SaaS,Series B,72.73850235,156.6556009,48.92386778,24.95228848,1433,705.625406,0,5.532971846,1
2437,USA,FinTech,Series B,4.519635877,32.54249828,35.89131649,101.1994117,47,31.34767766,1,-18.44129622,0
2438,Singapore,HealthCare,Series C,99.74073155,195.2309882,12.5992934,26.30536396,1265,730.73069,0,47.30633325,1
2439,India,HealthCare,Series B,87.39103208,63.35564211,29.58835311,212.5200637,1900,388.9209582,0,-1.873422336,0
2440,China,AI/ML,Series C,30.43703101,86.07027969,26.75218074,118.8840911,177,613.2512266,1,4.65237482,1
2441,Japan,FinTech,Seed,26.48371179,55.31163397,42.23921605,101.3919549,1318,312.9903817,0,-16.74602635,0
2442,India,EdTech,Series C,38.76266713,116.0830417,36.49310532,42.32404059,112,163.309514,0,5.656253817,1
2443,China,SaaS,Series A,36.26052957,12.19642573,41.60288416,71.81857836,154,724.8949555,0,-27.9861616,0
2444,UK,EdTech,Series C,37.86144402,30.36066236,10.65417874,73.64803664,764,905.0972784,0,4.311943414,1
2445,UAE,HealthCare,Series A,32.50937807,149.2866418,32.0469383,295.6352434,669,187.6645315,0,14.81057351,1
2446,India,SaaS,Series B,62.49220728,37.70686639,2.108018835,251.428067,375,921.0994862,1,13.75647625,1
2447,China,E-Commerce,Series C,17.26210271,47.48513309,3.540136553,9.502376032,162,144.4811987,1,13.47404729,1
2448,UAE,HealthCare,Series A,84.75214795,158.699956,35.70499893,186.9667943,837,736.9835731,0,16.99738619,1
2449,Israel,EdTech,Series C,81.42784592,19.11358508,1.318563122,80.49347844,431,959.6479324,0,8.698678795,1
2450,China,EdTech,Series C,48.17183758,87.77602764,29.03027394,35.791194,328,151.6340273,0,1.935272036,1
2451,UK,AI/ML,Series C,85.42026656,5.101145706,42.03621441,213.1519301,1840,437.9145965,0,-26.93662474,0
2452,China,EdTech,Seed,25.46736193,69.68807616,19.05909624,43.82363709,1671,340.7701949,0,3.019003792,1
2453,UAE,FinTech,Series A,2.738980115,139.9467898,2.337537798,135.90353,1737,391.5353614,0,35.02602719,1
2454,Germany,HealthCare,Seed,62.30158458,18.4756043,35.72098774,191.4887236,494,754.3740404,1,-18.19302657,0
2455,India,SaaS,Seed,46.33303129,177.722758,46.49135398,168.5759531,92,662.8829879,1,11.80024435,1
2456,Israel,EdTech,Series A,57.14929008,181.9450591,35.88685246,293.400584,1566,968.8435296,0,21.25619937,1
2457,China,AI/ML,Series C,90.03460149,21.44557984,28.96451743,236.7940709,1321,189.5521058,0,-12.19535404,0
2458,China,AI/ML,Seed,97.02263178,198.1511211,11.57843861,233.387046,1829,545.544565,0,46.55521207,1
2459,India,EdTech,Seed,63.81086084,59.8571459,0.86724364,109.9006413,1904,451.8805147,0,19.74474529,1
2460,China,FinTech,Seed,76.6415034,17.27828339,34.76413821,7.476670165,1522,919.2618284,0,-16.83440938,0
2461,USA,AI/ML,Series C,9.297034915,1.510889342,11.62820617,221.6512243,1301,15.56613631,0,-7.955333448,0
2462,China,SaaS,Seed,16.9108429,82.0003177,42.92231759,299.9209649,1666,989.2245488,0,-10.83485614,0
2463,India,HealthCare,Series B,73.58727569,126.1470921,23.37156953,124.7343368,1656,482.3356428,0,18.78394374,1
2464,China,E-Commerce,Series A,43.70518018,66.76976036,26.57871556,295.7279572,88,627.411949,0,-1.328751231,0
2465,Japan,FinTech,Series B,45.15056177,167.4251144,37.72143356,46.80389231,1893,363.252293,1,16.48359795,1
2466,India,AI/ML,Series C,31.55216048,143.462952,38.99358733,92.47114373,1409,853.2640363,0,9.181931903,1
2467,Japan,HealthCare,Seed,61.12828196,70.35722563,32.16827657,55.36444486,1630,564.1780054,0,-3.658978887,0
2468,UK,E-Commerce,Series A,19.3313395,146.9947785,46.92774759,145.176912,1625,664.4968816,0,1.306468989,1
2469,UAE,EdTech,Seed,63.06471165,188.1273035,49.11669197,240.1095134,160,650.6601845,0,15.04722679,1
